country,schedule_file,pdf_page_1_based,matched_text,context_exact_text_extraction,source_kind,interpretation_warning
south-korea,03-tariff-schedules\south-korea\16_schedule_KR_for_CN.pdf,302,8509.80.10.00 Coffee grinders 8.0% 7.2% 6.4% 5.6% 4.8% 4.0% 3.2% 2.4% 1.6% 0.8% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0%,8509.80 Other appliances | 8509.80.10.00 Coffee grinders 8.0% 7.2% 6.4% 5.6% 4.8% 4.0% 3.2% 2.4% 1.6% 0.8% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.20.00 Ice grinders 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.30.00 Floor polishers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.40.00 Kitchen waste disposers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
south-korea,03-tariff-schedules\south-korea\16_schedule_KR_for_CN.pdf,302,8509.80.20.00 Ice grinders 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0%,8509.80.10.00 Coffee grinders 8.0% 7.2% 6.4% 5.6% 4.8% 4.0% 3.2% 2.4% 1.6% 0.8% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.20.00 Ice grinders 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.30.00 Floor polishers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.40.00 Kitchen waste disposers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.90.00 Other 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
south-korea,03-tariff-schedules\south-korea\16_schedule_KR_for_CN.pdf,302,8509.80.30.00 Floor polishers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0%,8509.80.20.00 Ice grinders 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.30.00 Floor polishers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.40.00 Kitchen waste disposers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.90.00 Other 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.90.00.00 Parts 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
south-korea,03-tariff-schedules\south-korea\16_schedule_KR_for_CN.pdf,302,8509.80.40.00 Kitchen waste disposers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0%,8509.80.30.00 Floor polishers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.40.00 Kitchen waste disposers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.90.00 Other 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.90.00.00 Parts 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8510,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
south-korea,03-tariff-schedules\south-korea\16_schedule_KR_for_CN.pdf,302,8509.80.90.00 Other 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0%,"8509.80.40.00 Kitchen waste disposers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.90.00 Other 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.90.00.00 Parts 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8510 | Shavers, hair clippers and hair-",official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
thailand,03-tariff-schedules\thailand\50_schedule_TH.pdf,157,8509.80 - Other appliances:,8509.40.00 - Food grinders and mixers; fruit or vegetable juice extractors 30% 30% 30% 30% 30% 30% 30% 30% 30% 30% 30% 29.5% 29.5% 29% 29% 28.5% 28.5% 28% 28% 27.5% 27% | 8509.80 - Other appliances: | 8509.80.10 - - Floor polishers 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.20 - - Kitchen waste disposers 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.90 - - Other 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
thailand,03-tariff-schedules\thailand\50_schedule_TH.pdf,157,8509.80.10 - - Floor polishers 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,8509.80 - Other appliances: | 8509.80.10 - - Floor polishers 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.20 - - Kitchen waste disposers 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.90 - - Other 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts:,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
thailand,03-tariff-schedules\thailand\50_schedule_TH.pdf,157,8509.80.20 - - Kitchen waste disposers 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,8509.80.10 - - Floor polishers 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.20 - - Kitchen waste disposers 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.90 - - Other 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts: | 8509.90.10 - - Of goods of subheading 8509.80.10 30% 28% 26% 24% 22% 20% 18% 16% 14% 12% 10% 8% 6% 4% 2% 0% 0% 0% 0% 0% 0% Unbound for China,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
thailand,03-tariff-schedules\thailand\50_schedule_TH.pdf,157,8509.80.90 - - Other 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,8509.80.20 - - Kitchen waste disposers 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.90 - - Other 30% 27% 24% 21% 18% 15% 12% 9% 6% 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts: | 8509.90.10 - - Of goods of subheading 8509.80.10 30% 28% 26% 24% 22% 20% 18% 16% 14% 12% 10% 8% 6% 4% 2% 0% 0% 0% 0% 0% 0% Unbound for China | 8509.90.90 - - Other 30% 30% 30% 30% 30% 30% 30% 30% 30% 30% 30% 29.5% 29.5% 29% 29% 28.5% 28.5% 28% 28% 27.5% 27%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
thailand,03-tariff-schedules\thailand\50_schedule_TH.pdf,157,8509.90.10 - - Of goods of subheading 8509.80.10 30% 28% 26% 24% 22% 20% 18% 16% 14% 12% 10% 8% 6% 4% 2% 0% 0% 0% 0% 0% 0% Unbound for China,"8509.90 - Parts: | 8509.90.10 - - Of goods of subheading 8509.80.10 30% 28% 26% 24% 22% 20% 18% 16% 14% 12% 10% 8% 6% 4% 2% 0% 0% 0% 0% 0% 0% Unbound for China | 8509.90.90 - - Other 30% 30% 30% 30% 30% 30% 30% 30% 30% 30% 30% 29.5% 29.5% 29% 29% 28.5% 28.5% 28% 28% 27.5% 27% | 85.10 Shavers, hair clippers and hair-removing appliances, with | self-contained electric motor.",official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
vietnam,03-tariff-schedules\vietnam\55_schedule_VN_for_CN.pdf,278,8509.80 - Other appliances:,vegetable juice extractors 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 12.5 12.5 12.5 12.5 12.5 12.5 | 8509.80 - Other appliances: | 8509.80.10 - - Floor polishers 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 18.8 | 8509.80.20 - - Kitchen waste disposers 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 12.5 12.5 12.5 12.5 12.5 12.5 | 8509.80.90 - - Other 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
vietnam,03-tariff-schedules\vietnam\55_schedule_VN_for_CN.pdf,278,8509.80.10 - - Floor polishers 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 18.8,8509.80 - Other appliances: | 8509.80.10 - - Floor polishers 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 18.8 | 8509.80.20 - - Kitchen waste disposers 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 12.5 12.5 12.5 12.5 12.5 12.5 | 8509.80.90 - - Other 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 | 8509.90 - Parts:,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
vietnam,03-tariff-schedules\vietnam\55_schedule_VN_for_CN.pdf,278,8509.80.20 - - Kitchen waste disposers 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 12.5 12.5 12.5 12.5 12.5 12.5,8509.80.10 - - Floor polishers 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 18.8 | 8509.80.20 - - Kitchen waste disposers 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 12.5 12.5 12.5 12.5 12.5 12.5 | 8509.80.90 - - Other 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 | 8509.90 - Parts: | 8509.90.10 - - Of goods of subheading 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
vietnam,03-tariff-schedules\vietnam\55_schedule_VN_for_CN.pdf,278,8509.80.90 - - Other 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25,8509.80.20 - - Kitchen waste disposers 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 12.5 12.5 12.5 12.5 12.5 12.5 | 8509.80.90 - - Other 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 | 8509.90 - Parts: | 8509.90.10 - - Of goods of subheading 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 | 8509.90.90 - - Other 7 6.3 5.6 4.9 4.2 3.5 2.8 2.1 1.4 0.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
